GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7H001
"G36009909504001015","2020","NY","1000000US360999504001015","360999504001015","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1015","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","32842","U","23","054","131","000020","A","13148","99999","99999","00014","00800","271195","0","1015","Block 1015","S","+42.9050580","-076.8326171","BK","99999",22
"G36009909504001016","2020","NY","1000000US360999504001016","360999504001016","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1016","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","32842","U","23","054","131","000020","A","13165","99999","99999","00014","00800","340728","0","1016","Block 1016","S","+42.9056322","-076.8397422","BK","99999",0
"G36009909504001017","2020","NY","1000000US360999504001017","360999504001017","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1017","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","32842","U","23","054","131","000020","A","13165","99999","99999","00014","00800","57960","0","1017","Block 1017","S","+42.9020376","-076.8391126","BK","99999",5
"G36009909504001018","2020","NY","1000000US360999504001018","360999504001018","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1018","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","32842","U","23","054","131","000020","A","13148","99999","99999","00014","00800","112846","0","1018","Block 1018","S","+42.9028455","-076.8339831","BK","99999",34
"G36009909504001019","2020","NY","1000000US360999504001019","360999504001019","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1019","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","32842","U","23","054","131","000020","A","13148","99999","99999","00014","00800","0","86305","1019","Block 1019","S","+42.9069880","-076.8233670","BK","99999",0
"G36009909504001020","2020","NY","1000000US360999504001020","360999504001020","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1020","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13148","99999","99999","26430","00800","0","6371","1020","Block 1020","S","+42.9086426","-076.8178618","BK","99999",0
"G36009909504001021","2020","NY","1000000US360999504001021","360999504001021","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1021","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13148","99999","99999","26430","00800","39795","0","1021","Block 1021","S","+42.9076275","-076.8179042","BK","99999",0
"G36009909504001022","2020","NY","1000000US360999504001022","360999504001022","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1022","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13148","99999","99999","26430","00800","481244","0","1022","Block 1022","S","+42.8965330","-076.8166848","BK","99999",0
"G36009909504001023","2020","NY","1000000US360999504001023","360999504001023","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1023","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13165","99999","99999","00014","00800","1377435","0","1023","Block 1023","S","+42.8937094","-076.8209808","BK","99999",39
"G36009909504001024","2020","NY","1000000US360999504001024","360999504001024","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1024","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13165","99999","99999","00014","00800","147633","0","1024","Block 1024","S","+42.9049640","-076.8249892","BK","99999",0
"G36009909504001025","2020","NY","1000000US360999504001025","360999504001025","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1025","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","32842","U","23","054","131","000020","A","13165","99999","99999","00014","00800","0","28847","1025","Block 1025","S","+42.9012708","-076.8395780","BK","99999",0
"G36009909504001026","2020","NY","1000000US360999504001026","360999504001026","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1026","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13165","99999","99999","00014","00800","20893","0","1026","Block 1026","S","+42.9008856","-076.8401438","BK","99999",0
"G36009909504001027","2020","NY","1000000US360999504001027","360999504001027","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","78553","C1","950400","1","1027","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","N","N","99999","R","23","054","131","000020","A","13165","99999","99999","00014","00800","91476","0","1027","Block 1027","S","+42.8980351","-076.8429429","BK","99999",6
"G36009909504001028","2020","NY","1000000US360999504001028","360999504001028","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1028","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13165","99999","99999","00014","00800","1189526","0","1028","Block 1028","S","+42.8886732","-076.8371753","BK","99999",66
"G36009909504001029","2020","NY","1000000US360999504001029","360999504001029","1","2","New York","36","Seneca County","099","66333","T1","99999","99999","99999","99","950400","1","1029","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","131","000020","A","13165","99999","99999","00014","00800","2204144","0","1029","Block 1029","S","+42.8915697","-076.8293029","BK","99999",56
